player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90
Billy Gilmour,149,1,0,105,2,56.5,0.8,1.3,0.5,9.35,8,0,15.8,67.60000000000001,502,0,0,0,0,0,48079.0,7,33.0,21,75239,95951,1,14,£4.5,£4.2,£-0.3,-20712,5.5777777777777775,0.14342629482071714,0.23306772908366535,0.08964143426294821,1.6762948207171315,0.0,1.4342629482071714,0.0,0.17928286852589642,0.0
Bobby Clark,584,0,0,1,0,0.3,0.09,0.09,0.0,0.0,0,0,0.2,0.0,7,0,0,0,0,0,1216.0,0,2.0,1,1449,1407,0,1,£4.5,£4.5,£0.0,42,0.07777777777777778,1.157142857142857,1.157142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby De Cordova-Reid,205,1,3,289,8,326.6,1.49,5.3999999999999995,3.91,46.78,40,4,119.7,365.2,2473,0,0,0,0,0,16952.0,29,508.0,90,86997,75438,8,36,£5.5,£5.4,£-0.1,11559,27.477777777777778,0.05422563687828548,0.1965224423776789,0.14229680549939344,1.7024666397088557,0.14557217953902143,1.4557217953902144,0.0,0.03639304488475536,0.10917913465426607
Boubacar Kamara,53,1,0,235,3,123.4,0.92,1.07,0.15,33.05,30,0,43.9,275.8,1773,0,0,0,0,0,11383.0,21,39.0,44,12546,24113,4,24,£5.0,£4.8,£-0.2,-11567,19.7,0.0467005076142132,0.05431472081218275,0.007614213197969543,1.6776649746192893,0.0,1.5228426395939088,0.0,0.050761421319796954,0.0
Boubacar Traoré,629,1,0,44,0,16.6,0.06,0.13,0.07,7.619999999999999,9,0,7.4,49.6,405,0,0,0,0,0,5654.0,4,7.0,14,19100,16016,2,10,£4.5,£4.3,£-0.2,3084,4.5,0.013333333333333332,0.02888888888888889,0.015555555555555557,1.6933333333333331,0.0,2.0,0.0,0.2222222222222222,0.0
Boubakary Soumaré,269,0,0,238,6,148.70000000000002,0.47000000000000003,0.5,0.03,34.51,30,0,39.2,236.6,1624,0,0,0,0,0,46234.0,20,5.0,41,64020,87339,9,26,£4.5,£4.4,£-0.1,-23319,18.044444444444444,0.026046798029556652,0.02770935960591133,0.0016625615763546798,1.9124999999999999,0.0,1.6625615763546797,0.0,0.0,0.0
Braian Ojeda Rodríguez,396,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,3617.0,0,0.0,0,601,9318,0,0,£4.5,£4.5,£0.0,-8717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Austin,451,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,32099.0,0,0.0,0,17330,25810,0,0,£4.0,£3.9,£-0.1,-8480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Williams,343,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,275356.0,0,0.0,0,704397,672941,0,0,£4.0,£3.7,£-0.3,31456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenden Aaronson,246,4,0,232,5,662.6,2.51,6.49,3.9800000000000004,48.74,58,1,141.1,306.0,2365,0,0,0,0,0,96932.0,28,439.0,83,230800,245159,2,36,£5.5,£5.3,£-0.2,-14359,26.27777777777778,0.09551797040169133,0.2469767441860465,0.15145877378435518,1.854799154334038,0.03805496828752643,2.207188160676533,0.0,0.1522198731501057,0.0
Brennan Johnson,394,5,15,384,7,373.6,2.0,10.39,8.39,53.79,54,8,157.4,478.2,2930,0,2,0,0,0,171956.0,33,729.0,122,666539,710370,6,38,£6.0,£5.5,£-0.5,-43831,32.55555555555556,0.06143344709897611,0.3191467576791809,0.2577133105802048,1.6522525597269624,0.24573378839590443,1.658703071672355,0.0,0.15358361774744025,0.4607508532423208
Brice Samba,382,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,173.0,0,0.0,0,0,193,0,0,£4.5,£4.5,£0.0,-193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Borges Fernandes,333,9,23,748,18,1532.3,10.7,20.03,9.33,49.13,39,8,343.1,948.0,3317,0,0,0,0,0,715251.0,37,948.0,176,6111191,2085504,6,37,£10.0,£9.5,£-0.5,4025687,36.855555555555554,0.29032258064516125,0.5434730177871571,0.2531504371419958,1.3330419053361473,0.21706361169731686,1.0581851070244197,0.0,0.24419656315948146,0.624057883629786
Bruno Guimarães Rodriguez Moura,374,5,5,438,12,631.8,3.72,6.54,2.82,29.82,25,4,153.6,617.6,2727,0,0,0,0,0,414717.0,32,284.0,107,866020,1453094,7,32,£6.0,£5.5,£-0.5,-587074,30.3,0.12277227722772277,0.21584158415841584,0.09306930693069307,0.9841584158415841,0.132013201320132,0.8250825082508251,0.0,0.16501650165016502,0.16501650165016502
Bryan Gil Salvatierra,554,1,0,22,1,27.5,0.08,0.18,0.1,0.9,1,0,8.5,30.400000000000002,146,0,0,0,0,0,3260.0,2,27.0,9,13464,10672,1,4,£5.0,£5.0,£0.0,2792,1.6222222222222222,0.049315068493150684,0.11095890410958903,0.06164383561643836,0.5547945205479452,0.0,0.6164383561643836,0.0,0.6164383561643836,0.0
Bryan Mbeumo,95,9,19,556,10,766.3,5.53,15.01,9.48,41.96,39,9,229.3,662.4,2905,0,0,0,0,0,323622.0,36,866.0,150,1609202,1357945,5,38,£6.0,£5.7,£-0.3,251257,32.27777777777778,0.17132530120481929,0.465025817555938,0.29370051635111877,1.2999655765920826,0.27882960413080893,1.2082616179001722,0.0,0.27882960413080893,0.5886402753872634
Bukayo Saka,13,12,19,678,12,1091.8,5.97,17.46,11.49,39.66,42,14,322.8,972.2,3183,0,1,0,0,0,2823976.0,37,1164.0,202,7001846,5528928,6,38,£8.0,£8.0,£0.0,1472918,35.36666666666667,0.16880301602262016,0.4936852026390198,0.3248821866163996,1.1213949104618284,0.39585296889726673,1.1875589066918002,0.0,0.3393025447690858,0.5372290292177191
Callum Hudson-Odoi,144,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4345.0,0,0.0,0,1884,9497,0,0,£5.5,£5.3,£-0.2,-7613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum Wilson,356,6,20,526,10,271.0,2.11,18.54,16.43,21.93,16,18,200.4,720.0,1870,0,0,0,0,0,563508.0,21,1020.0,157,5180281,2826304,4,31,£7.5,£7.3,£-0.2,2353977,20.77777777777778,0.10155080213903743,0.8922994652406416,0.7907486631016042,1.0554545454545454,0.8663101604278075,0.7700534759358288,0.0,0.2887700534759358,0.9625668449197861
Calum Chambers,32,0,0,67,0,29.8,0.19,0.33,0.14,5.88,4,0,11.1,74.4,345,0,0,0,0,0,19305.0,2,8.0,13,11163,26553,2,14,£4.5,£4.2,£-0.3,-15390,3.8333333333333335,0.049565217391304345,0.08608695652173913,0.036521739130434785,1.5339130434782609,0.0,1.0434782608695652,0.0,0.0,0.0
Calvin Ramsay,298,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,23040.0,0,0.0,0,26784,40025,0,0,£4.0,£3.9,£-0.1,-13241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Archer,54,0,0,13,0,2.4,0.01,0.01,0.0,0.37,1,0,0.9,1.7999999999999998,43,0,0,0,0,0,307508.0,0,6.0,6,331533,825299,0,6,£4.5,£4.2,£-0.3,-493766,0.4777777777777778,0.020930232558139535,0.020930232558139535,0.0,0.7744186046511627,0.0,2.093023255813953,0.0,0.0,0.0
Cameron Peupion,762,0,0,3,0,0.3,0.0,0.06,0.06,0.95,2,0,0.5,0.0,5,0,0,0,0,0,55.0,0,5.0,1,219,55,0,1,£4.5,£4.5,£0.0,164,0.05555555555555555,0.0,1.08,1.08,17.1,0.0,36.0,0.0,0.0,0.0
Cameron Plain,649,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1626.0,0,0.0,0,3739,3028,0,0,£4.0,£4.0,£0.0,711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caoimhin Kelleher,289,0,0,20,0,0.0,0.0,0.0,0.0,1.77,4,0,0.0,0.0,90,0,0,0,0,6,18575.0,1,0.0,2,16851,21729,0,1,£4.0,£3.9,£-0.1,-4878,1.0,0.0,0.0,0.0,1.77,0.0,4.0,6.0,0.0,0.0
Carlos Alcaraz,693,2,4,155,0,64.4,0.71,2.47,1.76,22.83,25,4,45.1,199.0,1024,0,0,0,0,0,2469.0,13,190.0,55,13216,9204,3,18,£5.0,£5.0,£0.0,4012,11.377777777777778,0.06240234374999999,0.21708984375,0.1546875,2.00654296875,0.3515625,2.197265625,0.0,0.17578125,0.3515625
Carlos Henrique Casimiro,593,3,10,389,10,393.0,3.8200000000000003,7.3100000000000005,3.49,29.3,22,4,131.1,638.6,2122,0,0,0,2,0,223782.0,24,278.0,87,989855,559152,7,28,£5.0,£4.9,£-0.1,430703,23.57777777777778,0.16201696512723845,0.3100377002827521,0.14802073515551367,1.2426955702167766,0.16965127238454286,0.9330819981149858,0.0,0.12723845428840716,0.4241281809613572
Carlos Ribeiro Dias,383,0,0,3,0,0.1,0.0,0.0,0.0,0.21,0,0,0.3,2.4,6,0,0,0,0,0,39782.0,0,0.0,1,66881,90210,0,1,£4.5,£4.2,£-0.3,-23329,0.06666666666666667,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0
Carlos Vinícius Alves Morais,618,2,10,206,1,118.3,0.72,3.76,3.04,24.8,20,5,72.7,244.0,1098,0,0,0,0,0,19680.0,11,370.0,72,125766,79042,3,28,£5.5,£5.4,£-0.1,46724,12.2,0.05901639344262295,0.3081967213114754,0.24918032786885247,2.0327868852459017,0.4098360655737705,1.639344262295082,0.0,0.1639344262295082,0.819672131147541
Carney Chukwuemeka,48,0,0,71,1,69.7,0.61,0.94,0.33,8.1,7,0,19.9,57.6,342,0,0,0,0,0,45784.0,2,72.0,18,55752,102878,0,14,£4.5,£4.2,£-0.3,-47126,3.8,0.16052631578947368,0.24736842105263157,0.0868421052631579,2.1315789473684212,0.0,1.842105263157895,0.0,0.0,0.0
Charlie Goode,96,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,57389.0,0,0.0,0,59783,89823,0,0,£4.0,£3.9,£-0.1,-30040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Robinson,750,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1449.0,0,0.0,0,3194,1775,0,0,£4.0,£4.0,£0.0,1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Che Adams,411,5,9,262,4,336.4,2.19,8.67,6.48,34.19,41,5,124.6,340.4,1987,0,0,0,0,0,119546.0,23,583.0,94,546363,553952,1,28,£6.5,£6.0,£-0.5,-7589,22.07777777777778,0.09919476597886259,0.39270256668344233,0.29350780070457977,1.5486160040261698,0.2264720684448918,1.8570709612481127,0.0,0.2264720684448918,0.4076497232008052
Cheick Doucouré,514,3,3,411,7,345.8,1.22,2.67,1.45,40.18,41,0,97.6,471.40000000000003,2770,0,0,0,1,0,12803.0,34,157.0,74,22173,27360,8,34,£5.0,£5.0,£0.0,-5187,30.77777777777778,0.039638989169675086,0.0867509025270758,0.04711191335740072,1.3054873646209386,0.0,1.332129963898917,0.0,0.09747292418772563,0.09747292418772563
Cheikhou Kouyaté,583,0,2,144,2,82.8,0.33,0.69,0.36,17.06,23,1,32.2,158.8,871,0,0,0,0,0,14802.0,10,81.0,35,32400,41155,3,21,£4.5,£4.4,£-0.1,-8755,9.677777777777777,0.03409873708381171,0.07129735935706084,0.03719862227324914,1.7628013777267508,0.10332950631458095,2.376578645235362,0.0,0.0,0.2066590126291619
Chem Campbell,568,0,0,9,0,3.0,0.0,0.1,0.1,1.02,2,0,2.4000000000000004,5.6,68,0,0,0,0,0,35446.0,0,16.0,5,55542,55013,0,5,£4.5,£4.4,£-0.1,529,0.7555555555555555,0.0,0.1323529411764706,0.1323529411764706,1.35,0.0,2.6470588235294117,0.0,0.0,0.0
Chris Mepham,71,0,6,369,5,54.4,0.5499999999999999,1.51,0.96,42.46,52,0,74.4,556.4,2197,2,0,0,0,0,13068.0,24,134.0,43,31111,35797,7,26,£4.5,£4.3,£-0.2,-4686,24.41111111111111,0.022530723714155664,0.06185707783340919,0.039326354119253525,1.7393718707328174,0.0,2.130177514792899,0.0,0.0,0.24578971324533455
Chris Richards,530,0,0,83,1,15.3,0.05,0.76,0.71,11.190000000000001,11,0,13.2,92.4,443,0,0,0,0,0,5855.0,4,26.0,13,3585,7548,0,9,£4.5,£4.4,£-0.1,-3963,4.9222222222222225,0.010158013544018058,0.15440180586907448,0.1442437923250564,2.2733634311512416,0.0,2.234762979683973,0.0,0.0,0.0
Chris Wood,354,0,7,163,4,82.1,0.37,3.08,2.71,11.8,9,3,39.3,145.2,807,0,0,0,0,0,74537.0,9,169.0,53,139359,247535,0,25,£6.0,£5.6,£-0.4,-108176,8.966666666666667,0.041263940520446095,0.34349442379182155,0.30223048327137547,1.3159851301115242,0.3345724907063197,1.003717472118959,0.0,0.0,0.7806691449814126
Christian Benteke,155,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,20129.0,0,0.0,0,3358,78711,0,0,£5.5,£5.5,£0.0,-75353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Eriksen,519,9,8,426,13,564.3,3.49,8.28,4.79,26.02,25,1,132.8,420.8,2046,0,0,0,0,0,298162.0,25,344.0,103,676275,933099,3,28,£6.5,£6.2,£-0.3,-256824,22.733333333333334,0.15351906158357773,0.36422287390029323,0.21070381231671553,1.144574780058651,0.0439882697947214,1.099706744868035,0.0,0.39589442815249265,0.3519061583577712
Christian Nørgaard,79,6,6,309,6,173.70000000000002,1.74,3.38,1.6400000000000001,25.13,23,1,82.3,379.2,1763,0,0,0,0,0,22340.0,21,269.0,71,76465,83181,6,22,£5.5,£5.3,£-0.2,-6716,19.58888888888889,0.08882586500283608,0.1725467952353942,0.08372093023255815,1.282870107770845,0.05104934770277936,1.1741349971639252,0.0,0.30629608621667614,0.30629608621667614
Christian Pulisic,140,1,0,102,3,166.7,0.38,2.0500000000000003,1.67,14.129999999999999,11,1,49.1,117.2,805,0,0,0,0,0,55767.0,8,210.0,39,124807,158266,1,24,£6.0,£5.6,£-0.4,-33459,8.944444444444445,0.04248447204968944,0.22919254658385096,0.18670807453416147,1.579751552795031,0.11180124223602485,1.2298136645962732,0.0,0.11180124223602485,0.0
Christian Saydee,597,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2284.0,0,0.0,0,4958,4355,0,0,£4.5,£4.5,£0.0,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciaran Clark,352,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,230.0,0,0.0,0,0,257,0,0,£4.5,£4.5,£0.0,-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Gomes,599,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,698.0,0,0.0,0,754,811,0,0,£4.5,£4.5,£0.0,-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clément Lenglet,513,2,6,387,5,136.1,0.78,1.76,0.98,28.57,35,0,64.7,380.8,2018,0,0,0,0,0,35988.0,24,130.0,63,50641,75040,4,26,£5.0,£4.8,£-0.2,-24399,22.42222222222222,0.03478691774033697,0.07849355797819624,0.04370664023785927,1.2741823587710606,0.0,1.5609514370664024,0.0,0.089197224975223,0.267591674925669
Cody Drameh,547,0,0,16,0,2.7,0.01,0.01,0.0,1.4,3,0,1.6,12.8,70,0,0,0,0,0,15004.0,1,0.0,1,9836,16300,0,1,£4.0,£4.0,£0.0,-6464,0.7777777777777778,0.012857142857142857,0.012857142857142857,0.0,1.7999999999999998,0.0,3.857142857142857,0.0,0.0,0.0
Cody Gakpo,680,3,4,256,6,271.1,1.87,8.3,6.43,19.56,19,7,101.3,331.8,1455,0,0,0,0,0,478599.0,17,415.0,90,2806709,1256031,0,21,£8.0,£7.6,£-0.4,1550678,16.166666666666668,0.1156701030927835,0.51340206185567,0.39773195876288653,1.2098969072164947,0.43298969072164945,1.1752577319587627,0.0,0.18556701030927833,0.24742268041237112
Cole Palmer,316,1,0,76,1,72.4,0.49,0.85,0.36,7.13,4,0,23.1,59.2,358,0,0,0,0,0,11181.0,2,97.0,19,22171,26632,1,14,£4.5,£4.2,£-0.3,-4461,3.977777777777778,0.12318435754189944,0.2136871508379888,0.09050279329608939,1.792458100558659,0.0,1.005586592178771,0.0,0.25139664804469275,0.0
Connor Ronan,567,0,0,3,0,0.4,0.0,0.0,0.0,0.03,0,0,0.1,0.6,1,0,0,0,0,0,13273.0,0,0.0,1,20324,20582,0,1,£4.5,£4.4,£-0.1,-258,0.011111111111111112,0.0,0.0,0.0,2.6999999999999997,0.0,0.0,0.0,0.0,0.0
Conor Coady,475,1,5,397,7,59.5,0.49,1.33,0.8400000000000001,36.88,28,1,54.0,392.6,2094,0,0,0,0,0,448124.0,23,88.0,77,1072199,1117537,2,24,£5.0,£4.7,£-0.3,-45338,23.266666666666666,0.021060171919770772,0.05716332378223496,0.03610315186246419,1.5851002865329515,0.042979942693409746,1.2034383954154728,0.0,0.042979942693409746,0.21489971346704873
Conor Coventry,556,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,11556.0,0,0.0,1,8783,15521,0,1,£4.5,£4.4,£-0.1,-6738,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Gallagher,148,1,7,279,4,343.5,1.73,4.28,2.55,30.95,23,3,104.3,379.8,1608,0,0,0,1,0,66082.0,18,321.0,66,134102,219235,9,35,£6.0,£5.6,£-0.4,-85133,17.866666666666667,0.09682835820895522,0.23955223880597015,0.1427238805970149,1.732276119402985,0.16791044776119401,1.287313432835821,0.0,0.055970149253731345,0.39179104477611937
Craig Dawson,459,1,7,390,7,37.2,0.27,1.8,1.53,35.83,31,1,64.0,455.6,2134,0,0,0,0,0,60164.0,25,145.0,75,287891,184844,6,25,£5.0,£4.8,£-0.2,103047,23.711111111111112,0.011387066541705718,0.07591377694470477,0.06452671040299907,1.5111059044048734,0.04217432052483599,1.3074039362699157,0.0,0.04217432052483599,0.2952202436738519
Cristian Romero,443,2,3,447,8,136.2,1.02,2.52,1.5,34.11,41,0,77.3,546.2,2363,0,0,0,1,0,161116.0,26,91.0,66,261291,400773,9,27,£5.0,£4.9,£-0.1,-139482,26.255555555555556,0.03884892086330935,0.09597968683876427,0.057130765975454925,1.299153618281845,0.0,1.561574269995768,0.0,0.0761743546339399,0.11426153195090985
Cristiano Ronaldo dos Santos Aveiro,326,0,3,42,3,83.2,0.25,2.14,1.8900000000000001,5.95,8,1,35.6,63.8,519,0,0,0,0,0,252734.0,4,218.0,20,218768,562405,2,10,£10.5,£10.2,£-0.3,-343637,5.766666666666667,0.04335260115606936,0.3710982658959538,0.3277456647398844,1.0317919075144508,0.17341040462427745,1.3872832369942196,0.0,0.0,0.5202312138728323
Crysencio Summerville,240,4,4,235,1,222.6,1.1099999999999999,3.94,2.83,28.93,38,4,88.6,311.8,1411,0,0,0,0,0,59574.0,12,357.0,74,354552,336471,4,28,£4.5,£4.2,£-0.3,18081,15.677777777777777,0.07080085046066618,0.2513111268603827,0.18051027639971653,1.8452870304748406,0.2551381998582566,2.4238128986534373,0.0,0.2551381998582566,0.2551381998582566
Curtis Jones,291,1,4,206,4,214.4,1.36,2.51,1.1500000000000001,15.6,15,3,71.6,266.2,1029,0,0,0,0,0,3883.0,12,236.0,52,54249,11052,2,18,£5.0,£4.9,£-0.1,43197,11.433333333333334,0.11895043731778426,0.219533527696793,0.10058309037900875,1.3644314868804663,0.26239067055393583,1.3119533527696792,0.0,0.08746355685131195,0.3498542274052478
Cédric Alves Soares,1,0,0,56,0,51.4,0.19,0.25,0.060000000000000005,2.83,3,0,11.9,56.4,223,0,0,0,0,0,15910.0,2,10.0,10,9736,28294,0,8,£4.5,£4.2,£-0.3,-18558,2.477777777777778,0.07668161434977579,0.10089686098654709,0.0242152466367713,1.142152466367713,0.0,1.210762331838565,0.0,0.0,0.0
César Azpilicueta,127,0,4,242,3,206.7,1.25,1.5999999999999999,0.35,27.38,21,0,55.8,259.2,1521,1,0,0,0,0,156541.0,16,93.0,45,290103,335914,3,25,£5.0,£4.7,£-0.3,-45811,16.9,0.07396449704142012,0.09467455621301775,0.020710059171597635,1.6201183431952664,0.0,1.2426035502958581,0.0,0.0,0.2366863905325444
Dale Taylor,666,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1584.0,0,0.0,0,3777,3601,0,0,£4.5,£4.5,£0.0,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Burn,358,0,6,584,14,230.4,1.28,3.4,2.12,36.33,30,1,104.8,550.2,3109,0,0,0,0,0,316726.0,35,265.0,129,1006031,582057,5,38,£4.5,£4.5,£0.0,423974,34.544444444444444,0.03705371502090705,0.09842393052428433,0.0613702155033773,1.0516886458668382,0.02894821486008363,0.8684464458025088,0.0,0.0,0.17368928916050178
Dane Scarlett,447,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4345.0,0,0.0,0,0,7018,0,0,£4.5,£4.5,£0.0,-7018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dango Ouattara,705,3,4,163,1,261.0,1.68,5.2,3.52,25.86,23,1,81.0,276.8,1239,0,0,0,0,0,4013.0,15,274.0,49,15457,12604,1,19,£5.0,£5.0,£0.0,2853,13.766666666666667,0.12203389830508474,0.37772397094430993,0.25569007263922516,1.8784503631961258,0.07263922518159806,1.6707021791767553,0.0,0.2179176755447942,0.29055690072639223
Daniel Adu-Adjei,695,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1534.0,0,0.0,0,5089,3707,0,0,£4.5,£4.5,£0.0,1382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Amartey,257,0,4,328,5,79.8,0.44,1.51,1.07,27.560000000000002,27,0,48.9,358.4,1608,0,0,0,0,0,63977.0,18,50.0,51,262932,220244,1,20,£4.5,£3.9,£-0.6,42688,17.866666666666667,0.024626865671641792,0.08451492537313432,0.05988805970149254,1.542537313432836,0.0,1.5111940298507462,0.0,0.0,0.22388059701492538
Daniel Bentley,717,0,0,45,0,0.0,0.0,0.0,0.0,4.66,3,0,7.0,70.2,180,0,0,0,0,11,2236.0,2,0.0,6,6865,2678,0,2,£4.0,£4.0,£0.0,4187,2.0,0.0,0.0,0.0,2.33,0.0,1.5,5.5,0.0,0.0
Daniel Castelo Podence,483,1,10,249,6,512.8,2.19,6.07,3.88,28.240000000000002,31,6,146.8,376.0,1760,0,0,0,0,0,97747.0,20,580.0,92,284370,332065,5,32,£5.5,£5.1,£-0.4,-47695,19.555555555555557,0.11198863636363635,0.31039772727272724,0.1984090909090909,1.444090909090909,0.30681818181818177,1.5852272727272727,0.0,0.05113636363636363,0.5113636363636364
Daniel Iversen,548,0,2,183,1,0.0,0.0,0.0,0.0,21.240000000000002,22,0,25.6,255.8,1080,1,0,0,0,38,412644.0,12,0.0,29,943701,695964,0,12,£4.0,£3.9,£-0.1,247737,12.0,0.0,0.0,0.0,1.7700000000000002,0.0,1.8333333333333333,3.1666666666666665,0.0,0.16666666666666666
Daniel James,231,1,2,152,1,121.4,0.75,2.77,2.02,19.98,18,2,48.1,144.60000000000002,802,0,0,0,0,0,16191.0,7,218.0,45,40818,40551,0,24,£6.0,£5.9,£-0.1,267,8.911111111111111,0.08416458852867831,0.31084788029925187,0.22668329177057356,2.24214463840399,0.22443890274314213,2.0199501246882794,0.0,0.11221945137157106,0.22443890274314213
Danilo dos Santos de Oliveira,703,2,5,178,1,108.10000000000001,0.5599999999999999,2.14,1.58,20.32,18,3,47.1,253.8,976,0,0,0,0,0,3963.0,12,113.0,48,29148,10539,1,13,£4.5,£4.5,£0.0,18609,10.844444444444445,0.05163934426229507,0.19733606557377048,0.1456967213114754,1.8737704918032787,0.2766393442622951,1.6598360655737705,0.0,0.1844262295081967,0.4610655737704918
Danny Ings,30,2,13,317,5,186.0,1.27,9.7,8.43,26.29,26,8,118.6,398.40000000000003,1579,0,0,0,0,0,162441.0,15,604.0,97,648827,652962,4,35,£7.0,£6.3,£-0.7,-4135,17.544444444444444,0.07238758708043065,0.5528815706143129,0.4804939835338822,1.4984800506649778,0.4559848005066498,1.4819506016466117,0.0,0.11399620012666245,0.7409753008233059
Danny Ward,254,0,12,485,6,0.0,0.0,0.0,0.0,42.87,46,0,63.0,631.4,2340,0,0,1,0,77,2749261.0,26,0.0,91,2427733,3064178,0,26,£4.0,£3.8,£-0.2,-636445,26.0,0.0,0.0,0.0,1.6488461538461539,0.0,1.7692307692307692,2.9615384615384617,0.0,0.46153846153846156
Danny Welbeck,103,5,5,296,6,390.6,1.65,10.24,8.59,26.45,28,6,155.4,378.2,1844,0,0,0,0,0,144076.0,21,782.0,91,828978,563194,0,31,£6.5,£6.5,£0.0,265784,20.488888888888887,0.08053145336225596,0.4997830802603037,0.41925162689804774,1.2909436008676791,0.2928416485900217,1.366594360086768,0.0,0.24403470715835143,0.24403470715835143
Darko Gyabi,247,0,0,7,0,0.5,0.0,0.06,0.06,0.27,0,0,2.5,4.4,7,0,0,0,0,0,11417.0,0,20.0,1,23222,22517,0,1,£4.5,£4.2,£-0.3,705,0.07777777777777778,0.0,0.7714285714285714,0.7714285714285714,3.4714285714285715,0.0,0.0,0.0,0.0,0.0
Darren Randolph,571,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,15211.0,0,0.0,0,14050,12677,0,0,£4.0,£4.0,£0.0,1373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darwin Núñez Ribeiro,297,5,8,310,7,336.9,2.66,14.81,12.15,28.62,22,9,186.0,458.20000000000005,1684,0,0,0,1,0,1046106.0,19,1078.0,100,4785038,5243009,1,29,£9.0,£8.6,£-0.4,-457971,18.711111111111112,0.14216152019002376,0.7915083135391924,0.6493467933491687,1.5295724465558194,0.4809976247030879,1.175771971496437,0.0,0.2672209026128266,0.42755344418052255
